LoadBalancer_Name,DNS_Name,State,VPC_ID,Availability_Zones,Type,Date_Created
"AU-PS-ECS-API-NLB","AU-PS-ECS-API-NLB-3d1fedd96c8693d4.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","network","2023-01-09T05:09:46.803000+00:00"
"AU-PERF-ECS-API-NLB","AU-PERF-ECS-API-NLB-5376abc1c31f3466.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2a;ap-southeast-2c","network","2022-08-24T07:50:29.817000+00:00"
"AU-UAT-ECS-API-NLB","AU-UAT-ECS-API-NLB-af3bc8214fd3be5f.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","network","2022-09-16T10:36:26.248000+00:00"
"AU-DEV-ECS-API-NLB","AU-DEV-ECS-API-NLB-bb1a05485ca627c6.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2a","network","2022-11-14T10:47:03.991000+00:00"
"AU-PPD-ECS-API-NLB","AU-PPD-ECS-API-NLB-d185bcca330d32a1.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","network","2022-11-15T05:51:31.754000+00:00"
"AU-DEVHUB-ECS-API-NLB","AU-DEVHUB-ECS-API-NLB-deb7a014714bc46a.elb.ap-southeast-2.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2a","network","2023-06-23T08:33:15.746000+00:00"
"AU-PERF-ECS-API-ELB","internal-AU-PERF-ECS-API-ELB-1732174822.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2022-09-02T09:40:34.450000+00:00"
"AU-PERF-CES-ALB","internal-AU-PERF-CES-ALB-1576309706.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2022-09-02T13:46:28.430000+00:00"
"AU-UAT-ECS-API-ELB","internal-AU-UAT-ECS-API-ELB-1165164513.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2022-09-14T13:02:01.750000+00:00"
"AU-UAT-ECS-EMR-API-ELB","internal-AU-UAT-ECS-EMR-API-ELB-1249197670.ap-southeast-2.elb.amazonaws.com","active","vpc-0ccab8260106e982e","ap-southeast-2b;ap-southeast-2c;ap-southeast-2a","application","2022-09-16T10:19:51.780000+00:00"
"AU-UAT-CES-ALB","internal-AU-UAT-CES-ALB-1584931154.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2022-09-16T10:48:56.210000+00:00"
"AU-DEV-ECS-API-ELB","internal-AU-DEV-ECS-API-ELB-69754959.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2022-11-14T07:57:21.230000+00:00"
"AU-DEV-CES-ALB","internal-AU-DEV-CES-ALB-1441607703.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2022-11-14T10:22:53.510000+00:00"
"AU-DEV-ECS-EMR-API-ELB","internal-AU-DEV-ECS-EMR-API-ELB-1152388094.ap-southeast-2.elb.amazonaws.com","active","vpc-0ccab8260106e982e","ap-southeast-2b;ap-southeast-2a","application","2022-11-14T13:57:09.420000+00:00"
"AU-PPD-CES-ALB","internal-AU-PPD-CES-ALB-471769021.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2022-11-15T05:46:27.710000+00:00"
"AU-PPD-ECS-API-ELB","internal-AU-PPD-ECS-API-ELB-2110853651.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2c;ap-southeast-2a;ap-southeast-2b","application","2022-11-15T05:49:26.950000+00:00"
"AU-PS-ECS-API-ELB","internal-AU-PS-ECS-API-ELB-134123954.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2023-01-09T05:13:06.980000+00:00"
"AU-PS-ECS-EMR-API-ELB","internal-AU-PS-ECS-EMR-API-ELB-424567753.ap-southeast-2.elb.amazonaws.com","active","vpc-0ccab8260106e982e","ap-southeast-2b;ap-southeast-2c;ap-southeast-2a","application","2023-01-09T05:16:48.990000+00:00"
"AU-PS-CES-ALB","internal-AU-PS-CES-ALB-1098746270.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2023-01-09T05:19:57.160000+00:00"
"AU-DEVHUB-CES-ALB","internal-AU-DEVHUB-CES-ALB-81885758.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2023-06-23T05:58:21.620000+00:00"
"AU-DEVHUB-ECS-API-ELB","internal-AU-DEVHUB-ECS-API-ELB-1636105727.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b","application","2023-06-23T06:47:59.290000+00:00"
"AU-DEVHUB-ECS-EMR-API-ELB","internal-AU-DEVHUB-ECS-EMR-API-ELB-446712817.ap-southeast-2.elb.amazonaws.com","active","vpc-0ccab8260106e982e","ap-southeast-2b;ap-southeast-2a","application","2023-06-23T08:40:08.130000+00:00"
"CIP-PUB-UAT-ECS-API-ELB","CIP-PUB-UAT-ECS-API-ELB-867494774.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2b;ap-southeast-2a","application","2024-07-11T03:22:02.300000+00:00"
"CIP-PRV-UAT-ECS-API-ELB","internal-CIP-PRV-UAT-ECS-API-ELB-1714605487.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b","application","2024-07-11T03:29:31.180000+00:00"
"CIP-PUB-PERF-ECS-API-ELB","CIP-PUB-PERF-ECS-API-ELB-1610869905.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2b;ap-southeast-2a","application","2024-07-15T04:14:25.320000+00:00"
"CIP-PRV-PERF-ECS-API-ELB","internal-CIP-PRV-PERF-ECS-API-ELB-352061436.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b","application","2024-07-15T04:19:47.530000+00:00"
"CIP-PRV-DEV-ECS-API-ELB","internal-CIP-PRV-DEV-ECS-API-ELB-2051006748.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b","application","2024-07-17T04:44:56.540000+00:00"
"CIP-PUB-DEV-ECS-API-ELB","CIP-PUB-DEV-ECS-API-ELB-2064260632.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2b;ap-southeast-2a","application","2024-07-17T05:28:06.080000+00:00"
"AU-PER-ASM-ALB","internal-AU-PER-ASM-ALB-229516562.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2c","application","2024-09-26T10:49:35.640000+00:00"
"AU-PER-ADS-ALB","internal-AU-PER-ADS-ALB-1925982415.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2c","application","2024-09-30T01:58:35.450000+00:00"
"AU-UAT-ASM-ALB","internal-AU-UAT-ASM-ALB-576744093.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-10T10:39:58.540000+00:00"
"AU-UAT-ADS-ALB","internal-AU-UAT-ADS-ALB-1600432775.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-11T06:35:16.710000+00:00"
"AU-PPD-ASM-ALB","internal-AU-PPD-ASM-ALB-1209420324.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2c","application","2024-10-21T07:07:46.350000+00:00"
"AU-PPD-ADS-ALB","internal-AU-PPD-ADS-ALB-355153558.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2b;ap-southeast-2c","application","2024-10-21T09:02:21.980000+00:00"
"AU-PS-ASM-ALB","internal-AU-PS-ASM-ALB-147676936.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-25T07:37:37.250000+00:00"
"AU-PS-ADS-ALB","internal-AU-PS-ADS-ALB-793444819.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-25T10:20:36.290000+00:00"
"AU-DEV-ASM-ALB","internal-AU-DEV-ASM-ALB-1854526297.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-29T07:45:30.990000+00:00"
"AU-DEV-ADS-ALB","internal-AU-DEV-ADS-ALB-2076604756.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-10-29T10:23:39.470000+00:00"
"CIP-TAR-MIG-PRV-DEV-ECS-API-ELB","internal-CIP-TAR-MIG-PRV-DEV-ECS-API-ELB-737385734.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-03-18T05:30:10.632000+00:00"
"CIP-ZIP-MIG-PRV-DEV-ECS-API-ELB","internal-CIP-ZIP-MIG-PRV-DEV-ECS-API-ELB-1134922599.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-03-25T08:00:52.684000+00:00"
"CIP-ZIP-MIG-PRV-UAT-ECS-API-ELB","internal-CIP-ZIP-MIG-PRV-UAT-ECS-API-ELB-934475638.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-03-25T08:08:31.919000+00:00"
"CIP-ZIP-MIG-PRV-PERF-ECS-API-ELB","internal-CIP-ZIP-MIG-PRV-PERF-ECS-API-ELB-940438892.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-03-25T08:10:15.380000+00:00"
"CIP-TAR-MIG-PRV-UAT-ECS-API-ELB","internal-CIP-TAR-MIG-PRV-UAT-ECS-API-ELB-1694792908.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-04-14T04:42:54.186000+00:00"
"CIP-TAR-MIG-PRV-PERF-ECS-API-ELB","internal-CIP-TAR-MIG-PRV-PERF-ECS-API-ELB-1892340066.ap-southeast-2.elb.amazonaws.com","active","vpc-04143cbbf8403cc26","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2025-04-14T04:46:18.909000+00:00"
"AU-DEVHUB-ADS-ALB","internal-AU-DEVHUB-ADS-ALB-1978120800.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-11-06T09:10:55.843000+00:00"
"AU-DEVHUB-ASM-ALB","internal-AU-DEVHUB-ASM-ALB-231843372.ap-southeast-2.elb.amazonaws.com","active","vpc-043c2e2ef5009927f","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","application","2024-11-06T06:37:27.451000+00:00"
